question,answer,resourse,sphere_id,topic_id,subtopic_id,Level,type_interview,company_ids
Что такое MAPE?,"MAPE (Mean Absolute Percentage Error) - это метрика оценки точности прогнозирования, которая измеряет среднее абсолютное процентное отклонение между прогнозируемыми и фактическими значениями. Это выражается в процентах и позволяет оценить точность модели прогнозирования, особенно при работе с временными рядами и прогнозировании количественных значений. Чем ниже значение MAPE, тем лучше модель.",https://habr.com/ru/companies/ods/articles/328372/,1,1,27,,2,1
Приведите метрики для прогнозирования временных рядов.,"Для оценки точности прогнозирования временных рядов часто используются следующие метрики:
MAE (Mean Absolute Error): Средняя абсолютная ошибка, которая измеряет среднее абсолютное отклонение между прогнозируемыми и фактическими значениями.
MSE (Mean Squared Error): Средняя квадратичная ошибка, которая измеряет среднее квадратичное отклонение между прогнозируемыми и фактическими значениями.
RMSE (Root Mean Squared Error): Корень из средней квадратичной ошибки, который представляет собой стандартное отклонение ошибки.
MAPE (Mean Absolute Percentage Error): Среднее абсолютное процентное отклонение между прогнозируемыми и фактическими значениями, выраженное в процентах.
SMAPE (Symmetric Mean Absolute Percentage Error): Симметричное среднее абсолютное процентное отклонение, которое учитывает масштаб исходных данных.",https://habr.com/ru/companies/ods/articles/328372/,1,1,27,,2,1
"Метрики качества рекомендаций. Помимо классических спросил еще про diversity, новизну контента. ","Метрики качества рекомендаций оценивают эффективность рекомендательных систем. Вот несколько классических метрик:

Точность (Precision): Оценивает долю релевантных рекомендаций среди всех предложенных.

Формула: Кол-во релевантных рекомендаций / Кол-во предложенных рекомендаций.

Полнота (Recall): Оценивает долю релевантных рекомендаций, найденных из всех релевантных элементов.

Формула: Кол-во релевантных рекомендаций / Кол-во всех релевантных элементов.

F-мера (F1-score): Гармоническое среднее между точностью и полнотой, позволяющее учесть обе метрики.

Формула: F1 = 2 * (Precision * Recall) / (Precision + Recall).

Средний ранг (Average Rank): Средний ранг релевантных элементов в списке рекомендаций.

Разнообразие (Diversity): Оценивает степень разнообразия предлагаемых рекомендаций. Может измеряться, например, как разнообразие жанров, авторов или других аспектов контента.

Новизна контента (Content Novelty): Оценивает степень, в которой рекомендации предлагают новый и неожиданный контент для пользователя. Может измеряться, например, как доля рекомендаций среди элементов, которые пользователь еще не видел или не взаимодействовал с ними.",https://habr.com/ru/companies/ods/articles/328372/,1,1,27,,2,1
Какие существуют метрики качества классификатора?,"Для оценки качества классификатора используются различные метрики, каждая из которых подходит для определенных задач и условий. Вот некоторые из наиболее часто используемых метрик:
Точность (Accuracy): доля правильно классифицированных объектов среди всех объектов. Подходит для сбалансированных наборов данных, где классы представлены примерно в равных пропорциях.
Точность (Precision): доля правильно классифицированных положительных объектов среди всех объектов, классифицированных как положительные. Важна, когда стоимость ложноположительных ошибок высока.
Полнота (Recall): доля правильно классифицированных положительных объектов среди всех реальных положительных объектов. Критична, когда стоимость ложноотрицательных ошибок высока.
F1-мера: гармоническое среднее между точностью и полнотой. Используется, когда необходимо учитывать обе эти метрики.
AUC-ROC (Area Under the Receiver Operating Characteristic curve): площадь под ROC-кривой, которая показывает зависимость между долей истинно положительных классификаций и долей ложноположительных классификаций при различных порогах решения. Хороша для сравнения разных моделей.
Матрица ошибок (Confusion Matrix): таблица, показывающая распределение правильных и неправильных предсказаний по классам. Позволяет более детально проанализировать типы ошибок.
Эти метрики помогают понять разные аспекты производительности классификатора и выбрать подходящую стратегию для улучшения модели.",https://habr.com/ru/companies/ods/articles/328372/,1,1,27,,2,1
Когда применять метрику accuracy вместо loss в машинном обучении?,"Метрика accuracy обычно используется для оценки качества модели в случае задач классификации, когда интересует доля правильных предсказаний по всей выборке. Это особенно полезно, когда классы в данных сбалансированы. Однако, метрика accuracy может давать искаженные результаты в случае несбалансированных классов, поэтому в таких случаях часто предпочтительнее использовать другие метрики, такие как precision, recall или F1-score. Loss-функции, напротив, обычно используются в процессе обучения модели для оптимизации параметров на основе разницы между предсказанными и истинными значениями.",https://habr.com/ru/companies/ods/articles/328372/,1,1,27,,2,1
"Что делать, если в данных есть дисбаланс классов?","Если в данных присутствует дисбаланс классов, можно применить следующие подходы:
Использование весов классов: Некоторые модели, такие как логистическая регрессия и случайный лес, позволяют задать веса для классов, учитывая их дисбаланс. Это позволяет модели уделять больше внимания редким классам.
Undersampling: Уменьшение размера преобладающего класса путем случайного удаления некоторых его экземпляров до уровня меньшего класса.
Oversampling: Увеличение размера редкого класса путем добавления дополнительных экземпляров или создания синтетических данных.
Генерация синтетических данных: Использование алгоритмов генерации синтетических данных, таких как SMOTE (Synthetic Minority Over-sampling Technique), для увеличения размера редкого класса.",https://habr.com/ru/articles/664102/,1,1,28,,2,1
Какие методы поиска выбросов вы знаете?,"Некоторые методы поиска выбросов:

Метод межквартильного размаха (IQR): Определяет выбросы как значения, находящиеся за пределами интервала, который рассчитывается как:
Q1 - 1.5 × IQR и Q3 + 1.5 × IQR, где Q1 — первый квартиль, Q3 — третий квартиль, а IQR — межквартильный размах.

Z-оценка (Z-score): Оценивает, насколько значение отклоняется от среднего значения в единицах стандартного отклонения. Значения, сильно отклоняющиеся от среднего на основе Z-оценки, могут быть выбросами.

Local Outlier Factor (LOF): Алгоритм, который оценивает относительное изолированное свойство каждого объекта в своем окружении. Объекты с низким LOF считаются выбросами.

Изолирующий лес (Isolation Forest): Основан на идее того, что выбросы имеют более короткие пути в деревьях решений, чем нормальные наблюдения. Алгоритм строит лес случайных деревьев и измеряет среднюю длину пути до выбранного объекта.

DBSCAN (Density-Based Spatial Clustering of Applications with Noise): Кластеризует точки пространства данных на основе их плотности. Точки, не попавшие в какой-либо кластер, считаются выбросами.",https://www.dmitrymakarov.ru/data-analysis/outliers-09/,1,1,29,,2,1
Рассказать про модификацию TF-IDF под названием BM25 как работает?,"BM25 (Best Matching 25) — это улучшенная версия TF-IDF, разработанная для оценки релевантности документов в поисковых системах. Вот как это работает:

Оценка частотности термина (TF): В отличие от обычного TF-IDF, BM25 использует модель оценки частотности термина, которая более чувствительна к различиям в частоте терминов. Она определяется как:
TF(q, d) = (f(q, d) * (k1 + 1)) / (f(q, d) + k1 * (1 - b + b * (|d| / avgdl)))

где:

f(q, d) — частота термина q в документе d.
|d| — длина документа d.
avgdl — средняя длина документа в корпусе.
k1 и b — настраиваемые параметры.
Оценка обратной частотности документа (IDF): IDF в BM25 оценивает важность термина в контексте всего корпуса документов, как и в TF-IDF.

Расчет релевантности: Релевантность документа для запроса вычисляется как сумма IDF-взвешенных значений TF для всех терминов запроса:

BM25(q, d) = Σ (по всем qi ∈ q) IDF(qi) * TF(qi, d).

BM25 позволяет лучше учитывать частоту терминов и длину документов в оценке их релевантности, что делает его эффективным методом для поиска и ранжирования документов.",https://habr.com/ru/companies/otus/articles/755772/,1,1,30,,2,1
"Плюсы/минусы TF-IDF, Bag of words.","TF-IDF:

Плюсы:
Учитывает важность слова в контексте всей коллекции документов.
Позволяет выделить наиболее информативные слова, отфильтровывая часто встречающиеся общие слова.
Хорошо работает с длинными текстами и большими коллекциями документов.
Минусы:
Не учитывает порядок слов в тексте и их взаимосвязь.
Может иметь проблемы с редкими словами, которые могут получить завышенные веса из-за низкой обратной частоты встречаемости.

Bag of Words:

Плюсы:
Простота и понятность концепции.
Может быть эффективен для коротких текстов и простых задач.
Хорошо работает с часто встречающимися словами.
Минусы:
Не учитывает порядок слов и их семантическую структуру.
Может приводить к разреженным матрицам при большом словаре или коллекции документов.
Не учитывает важность слов в контексте всей коллекции.",https://habr.com/ru/companies/otus/articles/755772/,1,1,30,,2,1
Напишите формулу для метрик Recall и F1,"Формула для Recall (Полноты) выглядит так:

Recall = TP / (TP + FN),

где:

TP — количество истинно положительных результатов (true positives),
FN — количество ложно отрицательных результатов (false negatives).
Формула для F1 Score (F1-меры), которая является гармоническим средним между точностью (Precision) и полнотой (Recall), выглядит следующим образом:

F1 = 2 * (Precision * Recall) / (Precision + Recall),

где:

Precision = TP / (TP + FP),
Recall = TP / (TP + FN),
FP — количество ложно положительных результатов (false positives).",https://shakhbanov.org/metriki-v-mashinnom-obuchenii/,1,1,31,,2,1
"
Расскажите про Confusion Matrix.","Confusion Matrix (матрица ошибок) — это инструмент, используемый для оценки производительности модели классификации. Она визуализирует, как модель классифицирует объекты по сравнению с их истинными метками. Матрица состоит из четырех различных комбинаций предсказанных и истинных классов:
True Positive (TP): Количество правильно классифицированных положительных случаев.
True Negative (TN): Количество правильно классифицированных отрицательных случаев.
False Positive (FP): Количество отрицательных случаев, ошибочно классифицированных как положительные.
False Negative (FN): Количество положительных случаев, ошибочно классифицированных как отрицательные.",https://shakhbanov.org/metriki-v-mashinnom-obuchenii/,1,1,32,,2,1
Вы знакомы с инструментами контейнеризации?,"Да, контейнеризация - это технология, позволяющая упаковывать приложения и их зависимости в изолированные контейнеры, которые могут быть запущены и работать на любой платформе без изменений. Основные инструменты контейнеризации включают Docker, Kubernetes и Podman. Docker - это платформа для разработки, доставки и запуска приложений в контейнерах, Kubernetes - это система для автоматизации развертывания, масштабирования и управления контейнеризированными приложениями, а Podman - альтернатива Docker, которая предоставляет совместимый с API интерфейс командной строки для управления контейнерами без необходимости использования демона. Контейнеризация обеспечивает легкость и надежность развертывания приложений, а также упрощает управление зависимостями и конфигурацией.",https://habr.com/ru/articles/569394/,1,1,33,,2,1
С точки зрения практики MLOps - какой ваш любимый линтер?,"Мой любимый линтер для MLOps - это pylint. Он обеспечивает широкий спектр проверок для кода на Python, включая стандарты кодирования, правильное использование синтаксиса и другие аспекты, что помогает поддерживать код в хорошем состоянии и повышает его читаемость и надежность.",https://ru.hexlet.io/blog/posts/linter,1,1,34,,2,1
"
Хорошо знакомы с Scikit-Learn?","Да, я хорошо знаком с библиотекой Scikit-learn. Она предоставляет простой и эффективный инструментарий для анализа данных и машинного обучения на Python. Scikit-learn включает в себя различные алгоритмы классификации, регрессии, кластеризации, а также инструменты для предобработки данных, выбора моделей, оценки производительности и подбора параметров моделей. Благодаря своей простоте использования и обширной документации Scikit-learn является популярным выбором для многих проектов машинного обучения на Python.",https://habr.com/ru/articles/264241/,1,1,35,,2,1
Какие техники с точки зрения проверки качества моделей используете (в Scikit-Learn)?,"В Scikit-Learn я использую различные техники для проверки качества моделей:
Кросс-валидация: Позволяет оценить производительность модели на разных подмножествах данных, уменьшая вероятность переобучения и обобщая ее качество.
Метрики оценки качества: В зависимости от задачи (классификация, регрессия и т. д.) использую различные метрики, такие как accuracy, precision, recall, F1-score, ROC AUC, MSE и другие, чтобы оценить качество модели.
Grid Search и Random Search: Позволяют подобрать оптимальные гиперпараметры модели, исследуя пространство параметров и выбирая те, которые приводят к наилучшей производительности.
Learning Curves: Позволяют визуально оценить, как изменение размера обучающего набора данных влияет на производительность модели, помогая выявить проблемы с переобучением или недообучением.
Confusion Matrix: Позволяет оценить производительность классификационных моделей, выявляя количество верных и ошибочных предсказаний для каждого класса.",https://habr.com/ru/articles/264241/,1,1,35,,2,1
Знакомы с pipeline из Scikit-Learn?,"Да, я знаком с понятием Pipeline из Scikit-Learn.

Pipeline представляет собой последовательность шагов обработки данных и моделирования, которые автоматически применяются к данным в заданном порядке. Она позволяет объединить несколько этапов работы с данными, таких как предобработка, извлечение признаков и построение модели, в один интегрированный процесс.",https://habr.com/ru/articles/264241/,1,1,35,,2,1
"Для чего используется метод взвешенных оценок (WOE), каковы его преимущества? Какие задачи он помогает решить, и почему нельзя просто использовать возраст напрямую в логистической регрессии?","Метод взвешенных оценок (WOE) используется в задачах бинарной классификации для анализа влияния категориальных переменных на целевую переменную. Он преобразует категориальные переменные в числовые значения, которые отражают их влияние на целевую переменную.
 
Преимущества метода WOE:
Позволяет учитывать монотонную зависимость между категориальными переменными и целевой переменной.
Помогает уловить нелинейные отношения между переменными.
Устойчив к выбросам и пропущенным значениям.
 
WOE применяется для улучшения производительности модели и ее интерпретируемости. Нельзя просто использовать возраст напрямую в логистической регрессии, потому что это не учитывает нелинейные связи между возрастом и целевой переменной, а также не обеспечивает монотонной зависимости между переменными. Использование WOE позволяет корректно учитывать влияние возраста на целевую переменную, учитывая его нелинейные и монотонные связи.",https://habr.com/ru/articles/800973/,1,1,36,,2,1
"Popularity bias, как бороться? ","Popularity bias (популярный биас) возникает, когда рекомендательная система предлагает пользователю только самые популярные или общеизвестные элементы, игнорируя индивидуальные предпочтения пользователя. Вот несколько способов борьбы с ним:
Персонализация: Используйте персонализированные методы ранжирования, которые учитывают предпочтения и историю взаимодействия конкретного пользователя с контентом.
Разнообразие: Интегрируйте в систему механизмы, которые обеспечивают разнообразие рекомендаций, чтобы предложения не были ограничены только самыми популярными элементами.
Фильтрация по контексту: Учитывайте контекст, такой как время, местоположение, текущая активность пользователя и т. д., для адаптации рекомендаций к конкретной ситуации.
Гибридные модели: Используйте комбинацию различных методов рекомендаций, таких как коллаборативная фильтрация, контентная фильтрация, гибридные подходы и т. д., для более точных и разнообразных рекомендаций.
Управление экспозицией: Регулируйте видимость популярных и непопулярных элементов с помощью техник, таких как балансировка и динамическая регулировка рекомендаций в зависимости от интересов пользователя.",https://habr.com/ru/companies/ods/articles/750974/,1,1,37,,2,1
"
Можете ли вы объяснить основную идею метода опорных векторов (SVM)?","Основная идея метода опорных векторов SVM заключается в поиске оптимальной разделяющей гиперплоскости, которая максимизирует расстояние (зазор) между двумя классами данных. SVM стремится найти гиперплоскость, которая увеличивает расстояние до ближайших точек каждого класса, называемых опорными векторами. Этот подход позволяет достичь хорошей обобщающей способности и устойчивости к переобучению. Если данные нелинейно разделимы, SVM может использовать ядерные функции для перевода данных в пространство более высокой размерности, где они становятся линейно разделимыми.",https://neerc.ifmo.ru/wiki/index.php?title=Метод_опорных_векторов_(SVM),1,1,38,,2,1
"Какая из трех моделей классификации будет иметь более высокую предсказательную способность, если метрика AUC-ROC для каждой модели составляет 0.51, 0.65 и 0.88 соответственно?","Модель с AUC-ROC 0.88 будет иметь более высокую предсказательную способность. AUC-ROC (Area Under the Receiver Operating Characteristic curve) измеряет способность модели различать между классами. Чем выше значение AUC-ROC, тем лучше модель разделяет классы и, следовательно, имеет более высокую предсказательную способность.",https://alexanderdyakonov.wordpress.com/2017/07/28/auc-roc-площадь-под-кривой-ошибок/,1,1,39,,2,1
Что произойдёт с графиком если мы возведём все предсказания в квадрат?,"Если мы возведем все предсказания в квадрат, то это не повлияет на относительное положение предсказаний модели и их порядок. Поэтому форма и качество графика ROC AUC останется прежним. Однако, значения на графике будут изменены из-за возведения в квадрат.",https://alexanderdyakonov.wordpress.com/2017/07/28/auc-roc-площадь-под-кривой-ошибок/,1,1,39,,2,1
Что будет с графиком и метрикой если к предикту добавить константу?,"Если к предсказаниям добавить константу, это просто сдвинет кривую ROC вверх или вниз, но форма кривой останется неизменной. Метрика AUC-ROC остается неизменной, так как она измеряет площадь под ROC-кривой и не зависит от абсолютных значений предсказаний. Однако точность и другие метрики, которые зависят от порога классификации, могут измениться в зависимости от константы.",https://alexanderdyakonov.wordpress.com/2017/07/28/auc-roc-площадь-под-кривой-ошибок/,1,1,39,,2,1
Расскажите о метрике ROC-AUC. Что означает значение 0.5 ROC-AUC?,"Метрика ROC-AUC (Receiver Operating Characteristic - Area Under the Curve) измеряет качество бинарной классификации, оценивая способность модели разделять классы. ROC-AUC представляет собой площадь под кривой ROC (Receiver Operating Characteristic), которая отображает отношение между долей истинно положительных результатов (True Positive Rate) и долей ложно положительных результатов (False Positive Rate) при изменении порога классификации.
 
Значение ROC-AUC находится в диапазоне от 0 до 1. Чем ближе значение к 1, тем лучше модель отличает между классами: положительным и отрицательным. Значение 0.5 ROC-AUC говорит о том, что модель не различает между классами лучше, чем случайный выбор, что соответствует отсутствию дискриминирующей способности модели.",https://alexanderdyakonov.wordpress.com/2017/07/28/auc-roc-площадь-под-кривой-ошибок/,1,1,39,,2,1
"Как изменится roc_auc, если мы продублируем в выборке единицы 4 раза, а нули 7 раз?","Если мы продублируем единицы 4 раза и нули 7 раз в выборке, то ROC AUC не изменится, поскольку он оценивает порядок ранжирования классов, а не их абсолютные частоты. Как только порядок ранжирования останется неизменным, ROC AUC будет таким же, как и до дублирования.",https://alexanderdyakonov.wordpress.com/2017/07/28/auc-roc-площадь-под-кривой-ошибок/,1,1,39,,2,1
Как строится ROC-AUC?,"ROC-AUC (Receiver Operating Characteristic - Area Under the Curve) — это графический метод оценки качества бинарных классификаторов и состоит из двух основных компонентов: кривой ROC и площади под этой кривой (AUC).

Как строится кривая ROC:
Оси графика: Ось X отображает False Positive Rate (FPR), а ось Y — True Positive Rate (TPR).

True Positive Rate (TPR), также известен как Recall или Sensitivity, рассчитывается как TP / (TP + FN).
False Positive Rate (FPR) рассчитывается как FP / (TN + FP).
Пороги классификации: Для построения кривой ROC модель применяется к данным, чтобы получить оценки вероятностей принадлежности к положительному классу. Затем изменяется порог, при котором предсказания считаются положительными, от низкого к высокому. Для каждого порога вычисляются значения TPR и FPR.

График: Каждая пара значений (FPR, TPR), полученная в результате изменения порога, отмечается на графике, образуя кривую.

AUC (Area Under the Curve):
AUC — это мера, которая позволяет оценить, насколько хорошо модель способна различать классы. Значение AUC лежит в диапазоне от 0 до 1, где 1 означает идеальное различение классов, а 0.5 — что модель не имеет дискриминационной способности (работает на уровне случайных предсказаний).

Значение ROC-AUC:
ROC-AUC широко используется для оценки и сравнения моделей, поскольку площадь под кривой ROC не зависит от конкретного порога классификации и позволяет увидеть, насколько хорошо модель управляется с различением классов при разных уровнях чувствительности и специфичности.",https://alexanderdyakonov.wordpress.com/2017/07/28/auc-roc-площадь-под-кривой-ошибок/,1,1,39,,2,1
"
Как вообще интерпретировать PR-AUC или ROC-AUC?","Площадь под PR-кривой (PR AUC) и площадь под ROC-кривой (ROC AUC) являются метриками оценки качества модели классификации.
PR AUC (площадь под PR-кривой): Оценивает качество модели, учитывая точность и полноту. Чем выше PR AUC, тем лучше модель способна находить положительные классы и минимизировать ложные срабатывания.
ROC AUC (площадь под ROC-кривой): Оценивает способность модели различать между классами. ROC AUC показывает отношение между долей истинно положительных и долей ложно положительных предсказаний при различных пороговых значениях. Чем выше ROC AUC, тем лучше модель различает между классами.

Интерпретация:
PR AUC: Чем ближе значение PR AUC к 1, тем лучше модель. Значение 0.5 означает случайное угадывание.
ROC AUC: Чем больше значение ROC AUC, тем лучше модель. Значение 0.5 также означает случайное угадывание, а значение 1 означает идеальную модель.",https://alexanderdyakonov.wordpress.com/2017/07/28/auc-roc-площадь-под-кривой-ошибок/,1,1,39,,2,1
Что произойдёт с ROC-AUC если помножить предсказания на константу?,"Если умножить все предсказания модели на константу, ROC-AUC останется неизменным. Это происходит потому, что ROC-AUC зависит только от порядка предсказанных вероятностей, а масштабирование всех предсказаний на константу не изменяет их порядок.",https://alexanderdyakonov.wordpress.com/2017/07/28/auc-roc-площадь-под-кривой-ошибок/,1,1,39,,2,1
"Расскажите про PR-кривую и как она строится.
👀 Посмотреть ответ","PR-кривая (Precision-Recall curve) является инструментом для оценки производительности модели в задачах классификации, особенно в случаях, когда классы в данных несбалансированы. Она показывает отношение между точностью (precision) и полнотой (recall) модели при различных пороговых значениях для принятия решения.

Точность (Precision): Это доля истинно положительных результатов среди всех положительных результатов, предсказанных моделью. Формула: TP / (TP + FP), где TP — количество истинно положительных предсказаний, а FP — количество ложно положительных предсказаний.

Полнота (Recall): Это доля истинно положительных результатов среди всех реальных положительных результатов в данных. Формула: TP / (TP + FN), где TP — количество истинно положительных предсказаний, а FN — количество ложно отрицательных предсказаний.

PR-кривая строится путем изменения порогового значения для классификации и подсчета точности и полноты при каждом значении порога. Затем эти точки объединяются в кривую, где по оси X отображается полнота, а по оси Y — точность.

Чем ближе PR-кривая к верхнему правому углу графика (то есть к точке (1, 1)), тем лучше производительность модели. Однако не всегда возможно добиться высоких значений и точности, и полноты одновременно, поэтому необходимо находить баланс между этими метриками в зависимости от конкретной задачи.",http://neerc.ifmo.ru/wiki/index.php?title=Оценка_качества_в_задачах_классификации&mobileaction=toggle_view_desktop,1,1,40,,2,1
С точки зрения тюнинга - использовалась готовая модель или тюнили?,"Мы тюнили модель, проводя оптимизацию гиперпараметров и настройку параметров модели на валидационных данных. Это включало в себя изменение параметров модели, таких как глубина деревьев, количество деревьев в случайном лесе или градиентном бустинге, скорость обучения в градиентном спуске, а также применение методов регуляризации, таких как L1 и L2 регуляризация.",https://habr.com/ru/articles/719206/,1,1,41,,2,1
"Какие основные параметры в бустинге по Вашему опыту надо тюнить, чтобы алгоритм работал как следует? На примере CatBoost.","В бустинге, особенно в алгоритме CatBoost, ключевыми параметрами для тюнинга являются:
Learning Rate (Шаг обучения): Контролирует величину корректировки весов модели на каждом шаге. Небольшие значения обычно предпочтительны, но слишком маленький шаг может замедлить обучение.
Depth of Trees (Глубина деревьев): Определяет, насколько глубоко деревья будут разветвляться. Глубокие деревья могут привести к переобучению, поэтому важно контролировать их глубину.
Number of Trees (Количество деревьев): Определяет, сколько деревьев будет использоваться в ансамбле. Большое количество деревьев может улучшить качество модели, но также увеличивает время обучения.
Regularization Parameters (Параметры регуляризации): Например, параметры L2-регуляризации для ограничения весов признаков или параметры для контроля сложности модели.
Feature Fraction (Доля признаков): Определяет, какая часть признаков будет использоваться при построении каждого дерева. Это помогает снизить переобучение и улучшить обобщающую способность модели.
Bagging Parameters (Параметры бэггинга): Определяют, какие объекты и в каком количестве будут использоваться при построении каждого дерева. Это также помогает справиться с переобучением.",https://habr.com/ru/articles/719206/,1,1,41,,2,1
